Марка;Описание;Цена;Город;Ссылка;Тип топлива
Mercedes-Benz G-Class 2020;500 AT (421 л.с.) 4Matic;194 977 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1833497.html;Бензин
Mercedes-Benz Maybach 2020;S 560 AT (469 л.с.) 4Matic;509 108 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-maybach-1835142.html;Бензин
Mercedes-Benz E-Class 2019;New E 220d (194 л.с.) 4Matic;56 294 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1836839.html;Дизтопливо
Mercedes-Benz GLE-Class 2020;300d AT (245 л.с.) 4Matic;79 999 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1835303.html;Дизтопливо
Mercedes-Benz G-Class 2020;350d AT (286 л.с.) 4Matic;178 729 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835990.html;Дизтопливо
Mercedes-Benz GLE-Class 2020;300d AT (245 л.с.) 4Matic;79 999 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1835321.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;300d AT (245 л.с.) 4Matic;73 581 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1772758.html;Дизтопливо
Mercedes-Benz GLE-Class 2020;400d AT (330 л.с.) 4Matic;103 987 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1835366.html;Дизтопливо
Mercedes-Benz V-Class 2020;AMG Style 300d AT (240 л.с.) 4Matic;121 318 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1788929.html;Дизтопливо
Mercedes-Benz GLC-Class 2020;Mercedes-AMG 43 AT (390 л.с.) 4Matic;102 904 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1835580.html;Бензин
Mercedes-Benz Sprinter груз. 2019;base 2.2 CDi 7G-Tronic Plus (163 л.с.) 2WD;40 328 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1824988.html;Дизтопливо
Mercedes-Benz Arocs 2018;2042 АS AT (421 л.с.) 4х4;92 580 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-arocs-1833970.html;Дизтопливо
Mercedes-Benz Sprinter груз. 2020;314 2.2 CDi 9G-Tronic (143 л.с.) 2WD;45 402 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1832695.html;Дизтопливо
Mercedes-Benz Sprinter груз. 2020;Individual Long 311 2.2 CDi MT 2WD 4325mm;34 879 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1832663.html;Дизтопливо
Mercedes-Benz Actros 2019;L 1841 LS AT (408 л.с.) 4X2;81 057 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-actros-1832711.html;Дизтопливо
Mercedes-Benz Actros 2019;Individual 1845 LS BigSpace AT (449 л.с.) 4X2;121 241 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-actros-1835728.html;Дизтопливо
Mercedes-Benz Actros 2019;Individual 1844 LS Megaspace AT (435 л.с.) 4X2;85 097 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-actros-1838561.html;Дизтопливо
Mercedes-Benz Actros 2020;Individual 1845 LS BigSpace AT (449 л.с.) 4X2;113 802 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-actros-1836268.html;Дизтопливо
Mercedes-Benz Sprinter груз. 2020;base 314 2.2 CDi MT 2WD;54 269 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1838617.html;Дизтопливо
Mercedes-Benz Actros 2018;Individual 1845 LS BigSpace AT (449 л.с.) 4X2;94 015 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-actros-1838570.html;Дизтопливо
Mercedes-Benz Sprinter пасс. 2018;Individual Conversion Van 214 CDI MT (143 л.с.) 3250;31 413 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-pass-1838581.html;Дизтопливо
Mercedes-Benz Sprinter пасс. 2020;Individual 2.2 CDi MT (163 л.с.) 2WD;106 155 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-pass-1838556.html;Дизтопливо
Mercedes-Benz S-Class 2019;S 560 AT (469 л.с.);108 288 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1761037.html;Бензин
Mercedes-Benz B-Class 2019;220d AT (190 л.с.);41 515 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-b-class-1611663.html;Дизтопливо
Mercedes-Benz C-Class 2019;base Mercedes-AMG C63 AT (476 л.с.);65 016 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1803965.html;Бензин
Mercedes-Benz C-Class 2019;base 220d G-Tronic (194 л.с.) 4Matic;41 287 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1661876.html;Дизтопливо
Mercedes-Benz C-Class 2019;base Mercedes-AMG C43 AT (390 л.с.) 4Matic;68 700 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1803981.html;Бензин
Mercedes-Benz C-Class 2019;base Mercedes-AMG C63s AT (510 л.с.);72 124 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1803966.html;Бензин
Mercedes-Benz S-Class 2019;S 350d AT (286 л.с.) Long;88 322 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1760831.html;Дизтопливо
Mercedes-Benz G-Class 2019;STT 400d AT (340 л.с.) 4Matic;127 899 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1800866.html;Дизтопливо
Mercedes-Benz S-Class 2019;S 350d AT (286 л.с.) 4Matc Long;91 821 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1760832.html;Дизтопливо
Mercedes-Benz C-Class 2019;base Mercedes-AMG C43 AT (390 л.с.) 4Matic;68 988 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1785527.html;Бензин
Mercedes-Benz V-Class 2019;VKL V 250d AT (190 л.с.) Long;53 536 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1789279.html;Дизтопливо
Mercedes-Benz CLA-Class 2019;base 250 AT (224 л.с.) 4Matic;43 334 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-cla-class-1549700.html;Бензин
Mercedes-Benz E-Class 2019;New E 450 G-tronic (367 л.с.) 4Matic;70 115 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1808705.html;Бензин
Mercedes-Benz GLE-Class 2019;Coupe 350d AT (272 л.с.) 4Matic;72 602 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1831162.html;Дизтопливо
Mercedes-Benz B-Class 2019;220 AT (190 л.с.) 4Matic;39 722 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-b-class-1669759.html;Бензин
Mercedes-Benz CLA-Class 2019;Mercedes-AMG CLA 45 AT (381 л.с.) 4MATIC;58 409 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-cla-class-1803987.html;Бензин
Mercedes-Benz GLE-Class 2019;GLE Coupe 43 AMG AT (390 л.с.) 4Matic;72 064 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1803993.html;Бензин
Mercedes-Benz E-Class 2019;New E 350d G-Tronic (286 л.с.);62 866 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1809339.html;Дизтопливо
Mercedes-Benz C-Class 2019;base Mercedes-AMG C 63S AT (510 л.с.);76 643 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1785532.html;Бензин
Mercedes-Benz E-Class 2019;New E 400d AT (340 л.с.) 4Matic;70 151 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1809340.html;Дизтопливо
Mercedes-Benz CLA-Class 2019;base 220d АТ (190 л.с.);42 142 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-cla-class-1611046.html;Дизтопливо
Mercedes-Benz C-Class 2019;base C 200 АТ (184 л.с.);42 927 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1694284.html;Бензин
Mercedes-Benz S-Class 2019;S 450 G-Tronic (367 л.с.) 4Matic;116 052 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1549960.html;Бензин
Mercedes-Benz G-Class 2019;STT 400d AT (340 л.с.) 4Matic;127 899 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1801802.html;Дизтопливо
Mercedes-Benz GLC-Class 2019;base Mercedes-AMG 63 AT (476 л.с.) 4Matic+;81 277 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1761008.html;Бензин
Mercedes-Benz EQC 2020;base 400 AT (408 л.с.) 80 kWh 4Matic;108 320 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-eqc-1833676.html;Электричество
Mercedes-Benz S-Class 2019;S 560 AT (469 л.с.) 4Matic Long;114 109 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1785553.html;Бензин
Mercedes-Benz E-Class 2019;200d AT (160 л.с.);42 978 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1648456.html;Дизтопливо
Mercedes-Benz V-Class 2019;AVG V 250d AT (190 л.с.) Long;61 060 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1789281.html;Дизтопливо
Mercedes-Benz C-Class 2019;base 180 G-Tronic (156 л.с.);34 578 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1661879.html;Бензин
Mercedes-Benz G-Class 2020;350d AT (286 л.с.) 4Matic;189 562 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835988.html;Дизтопливо
Mercedes-Benz GLC-Class 2019;base 200d AT (163 л.с.) 4Matic;53 681 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1826350.html;Дизтопливо
Mercedes-Benz B-Class 2019;200d AT (150 л.с.) 4Matic;39 369 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-b-class-1830546.html;Дизтопливо
Mercedes-Benz E-Class 2019;New E 350 АТ (299 л.с.);61 755 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1761003.html;Бензин
Mercedes-Benz E-Class 2019;New E 350d G-Tronic (286 л.с.);62 866 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1808699.html;Дизтопливо
Mercedes-Benz S-Class 2019;S 500 G-Tronic (435 л.с.) Long;103 431 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1808709.html;Бензин
Mercedes-Benz S-Class 2019;AMG S 63 MCT (612 л.с.) 4Matic+;212 727 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1670127.html;Бензин
Mercedes-Benz C-Class 2019;base 300d G-Tronic (245 л.с.);53 939 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1787025.html;Дизтопливо
Mercedes-Benz S-Class 2019;S 400d AT (340 л.с.) 4Matic;93 636 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1761029.html;Дизтопливо
Mercedes-Benz C-Class 2019;base 300 G-Tronic (258 л.с.);47 360 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1694287.html;Бензин
Mercedes-Benz A-Class 2019;base Mercedes-AMG A35 AT (306 л.с.) 4Matic;53 118 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-a-class-1809333.html;Бензин
Mercedes-Benz A-Class 2019;base 160d MT (95 л.с.);32 180 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-a-class-1826316.html;Дизтопливо
Mercedes-Benz S-Class 2019;S 450 AT (367 л.с.) 4Matic Long;99 121 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1693542.html;Бензин
Mercedes-Benz GLC-Class 2019;base 200 AT (197 л.с.) 4Matic;52 097 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1830585.html;Бензин
Mercedes-Benz GLE-Class 2019;580 AT (489 л.с.) 4Matic;82 419 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1826344.html;Бензин
Mercedes-Benz GLE-Class 2019;Coupe 350d AT (272 л.с.) 4Matic;72 649 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1670068.html;Дизтопливо
Mercedes-Benz A-Class 2019;base 180d AT (116 л.с.);33 886 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-a-class-1549659.html;Дизтопливо
Mercedes-Benz C-Class 2019;base 300 G-Tronic (258 л.с.) 4Matic;42 992 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1822370.html;Бензин
Mercedes-Benz S-Class 2019;S 450 AT (367 л.с.);92 670 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1811387.html;Бензин
Mercedes-Benz A-Class 2019;base 220 AT (190 л.с.);38 484 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-a-class-1787005.html;Бензин
Mercedes-Benz C-Class 2019;base Mercedes-AMG C63 AT (476 л.с.);68 528 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1787016.html;Бензин
Mercedes-Benz Vito пасс. 2020;Individual 110 CDI MT (102 л.с.) Tourer Long;38 779 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-vito-pass-1838717.html;Дизтопливо
Mercedes-Benz SL-Class 2019;Mercedes-AMG SL 63 AT (585 л.с.);204 861 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-sl-class-1804003.html;Бензин
Mercedes-Benz G-Class 2019;Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;175 676 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1803991.html;Бензин
Mercedes-Benz GLC-Class 2019;base Mercedes-AMG 63 AT (476 л.с.) 4Matic+;79 132 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1803996.html;Бензин
Mercedes-Benz S-Class 2019;AMG S 63 MCT (612 л.с.) 4Matic+;215 653 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1804001.html;Бензин
Mercedes-Benz A-Class 2019;base Mercedes-AMG A35 AT (306 л.с.) 4Matic;49 742 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-a-class-1803969.html;Бензин
Mercedes-Benz GLA-Class 2019;GLA 250 AT (211 л.с.) 4Matic;36 911 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1549710.html;Бензин
Mercedes-Benz CLA-Class 2019;45s AMG AT (421 л.с.) 4Matic+;65 885 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-cla-class-1826333.html;Бензин
Mercedes-Benz GLC-Class 2019;base Mercedes-AMG 63S AT (510 л.с.) 4Matic+;97 731 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1830590.html;Бензин
Mercedes-Benz GLB-Class 2020;AMG 35 AT (306 л.с.) 4Matic;51 270 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glb-class-1834650.html;Бензин
Mercedes-Benz S-Class 2019;S 560 G-Tronic (469 л.с.);159 159 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1670126.html;Бензин
Mercedes-Benz GLB-Class 2020;200d AT (150 л.с.);38 148 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glb-class-1834642.html;Дизтопливо
Mercedes-Benz GLA-Class 2020;200d AT (150 л.с.);35 153 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1835609.html;Дизтопливо
Mercedes-Benz GLC-Class 2019;base 200 AT (197 л.с.) 4Matic;45 391 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1611137.html;Бензин
Mercedes-Benz E-Class 2019;New E 300 АТ (245 л.с.);61 579 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1808703.html;Бензин
Mercedes-Benz E-Class 2019;200d AT (160 л.с.);42 950 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1830564.html;Дизтопливо
Mercedes-Benz G-Class 2020;AMG 63 G-Ttonic (575 л.с.) 4Matic;257 803 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1822139.html;Бензин
Mercedes-Benz GLA-Class 2019;GLA 180 MT (122 л.с.);28 102 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1549707.html;Бензин
Mercedes-Benz GLA-Class 2020;250 AT (224 л.с.);38 024 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1835607.html;Бензин
Mercedes-Benz C-Class 2019;base 160 G-Tronic (129 л.с.);31 260 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1694286.html;Бензин
Mercedes-Benz GLC-Class 2019;base 300 AT (258 л.с.) 4Matic;59 535 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1830586.html;Бензин
Mercedes-Benz C-Class 2019;base C 200 MT (184 л.с.);48 411 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1669852.html;Бензин
Mercedes-Benz CLA-Class 2019;45 AMG AT (387 л.с.) 4Matic+;60 409 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-cla-class-1830560.html;Бензин
Mercedes-Benz S-Class 2019;S 400d AT (340 л.с.) Long;92 752 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1761028.html;Дизтопливо
Mercedes-Benz GLA-Class 2019;GLA 250 AT (211 л.с.);33 139 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1549709.html;Бензин
Mercedes-Benz E-Class 2019;New E 400d AT (340 л.с.) 4Matic;61 056 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1670036.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;Mercedes-AMG 63 9G-TCT (571л.с.) 4Matic;112 080 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1833599.html;Бензин/Электричество
Mercedes-Benz S-Class 2019;S 350d AT (286 л.с.) 4Matic;89 320 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1693531.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;400d AT (330 л.с.) 4Matic;69 156 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1767408.html;Дизтопливо
Mercedes-Benz S-Class 2019;S 350d AT (286 л.с.) 4Matc Long;91 880 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1693539.html;Дизтопливо
Mercedes-Benz GLB-Class 2020;180 AT (136 л.с.);35 610 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glb-class-1838091.html;Бензин
Mercedes-Benz CLA-Class 2019;base 200d АТ (150 л.с.) 4Matic;41 660 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-cla-class-1830557.html;Дизтопливо
Mercedes-Benz GLC-Class 2019;base 220d AT (194 л.с.) 4Matic;55 347 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1830582.html;Дизтопливо
Mercedes-Benz GLE-Class 2019;Coupe AMG 63 9G-TCT (571 л.с.) 4Matic;122 725 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1833597.html;Бензин/Электричество
Mercedes-Benz CLA-Class 2019;base 35 AMG AT (306 л.с.) 4Matic;52 195 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-cla-class-1830559.html;Бензин
Mercedes-Benz GLC-Class 2019;base 200 AT (197 л.с.);43 370 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1611136.html;Бензин
Mercedes-Benz GLB-Class 2020;220d AT (190 л.с.) 4Matic;42 957 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glb-class-1834645.html;Дизтопливо
Mercedes-Benz A-Class 2019;220 AT (190 л.с.) 4Matic;41 204 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-a-class-1787008.html;Бензин
Mercedes-Benz E-Class 2019;New E 400d AT (340 л.с.) 4Matic;66 355 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1761004.html;Дизтопливо
Mercedes-Benz GLC-Class 2019;base 200 AT (197 л.с.) 4Matic;45 391 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1711386.html;Бензин
Mercedes-Benz C-Class 2019;base 200d MТ (160 л.с.);34 965 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1669880.html;Дизтопливо
Mercedes-Benz GLB-Class 2020;220d AT (190 л.с.) 4Matic;42 999 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glb-class-1834656.html;Дизтопливо
Mercedes-Benz C-Class 2019;base 200d MT (160 л.с.);35 386 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1669794.html;Дизтопливо
Mercedes-Benz GLC-Class 2019;Mercedes-AMG 43 AT (390 л.с.) 4Matic;70 583 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1830588.html;Бензин
Mercedes-Benz S-Class 2019;S 450 AT (367 л.с.);92 729 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1670107.html;Бензин
Mercedes-Benz E-Class 2019;New E 350 АТ (299 л.с.);54 836 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1670015.html;Бензин
Mercedes-Benz E-Class 2019;New E 400d AT (340 л.с.);56 068 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1787033.html;Дизтопливо
Mercedes-Benz GLC-Class 2019;base 200 AT (197 л.с.);49 954 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1826353.html;Бензин
Mercedes-Benz Sprinter пасс. 2018;Individual Passanger Van 316 CDI AT (163 л.с.) Compact;38 064 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-pass-1838727.html;Дизтопливо
Mercedes-Benz G-Class 2020;Individual 400d AT (330 л.с.) 4Matic;173 166 $;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1814941.html;Дизтопливо
Mercedes-Benz Sprinter пасс. 2018;Individual Passanger Van 214 CDI MT (143 л.с.) 3665;33 363 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-pass-1837508.html;Дизтопливо
Mercedes-Benz Sprinter пасс. 2018;Individual Conversion Van 214 CDI MT (143 л.с.) 3250;28 705 $;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-pass-1837693.html;Дизтопливо
Mercedes-Benz S-Class 2019;Mercedes-AMG S65 G=Tronic (630 л.с.) Long;230 013 $;Житомир;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1804000.html;Бензин
Mercedes-Benz Sprinter груз. 2020;Individual Long 311 2.2 CDi MT 2WD 4325mm;34 879 $;Днепр (Днепропетровск);https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1833605.html;Дизтопливо
Mercedes-Benz V-Class 2020;Rise V 220d AT (163 л.с.) Long 4Matic;72 603 $;Днепр (Днепропетровск);https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1833607.html;Дизтопливо
Mercedes-Benz GLS-Class 2020;base 580 AT (489 л.с.) 4Matic;184 145 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1835817.html;Бензин
Mercedes-Benz GLS-Class 2020;base AMG 63 AT 4Matic;146 232 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1821809.html;Бензин
Mercedes-Benz G-Class 2019;Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;186 315 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1785560.html;Бензин
Mercedes-Benz GLA-Class 2020;250 AT (224 л.с.);38 062 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1835614.html;Бензин
Mercedes-Benz GLC-Class 2019;300e AT (320 л.с.) 4Matic;54 504 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1830577.html;Бензин/Электричество
Mercedes-Benz E-Class 2018;New Mercedes-AMG E 63S (612 л.с.) 4Matic;112 915 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1836086.html;Бензин
Mercedes-Benz GLC-Class 2019;base 220d AT (194 л.с.);46 946 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1670088.html;Дизтопливо
Mercedes-Benz GLC-Class 2019;Mercedes-AMG 43 AT (390 л.с.) 4Matic;63 807 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1830579.html;Бензин
Mercedes-Benz GLE-Class 2019;base 350de AT (306 л.с.) 4Matic;70 484 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1830573.html;Дизтопливо/Электричество
Mercedes-Benz GLE-Class 2020;Coupe AMG 63 9G-TCT (571 л.с.) 4Matic;140 816 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1835655.html;Бензин/Электричество
Mercedes-Benz CLS-Class 2019;350d G-Tronic (286 л.с.) 4Matic;75 072 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-cls-class-1669988.html;Дизтопливо
Mercedes-Benz G-Class 2020;Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic;243 581 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1835662.html;Бензин
Mercedes-Benz GLB-Class 2020;200d AT (150 л.с.) 4Matic;40 158 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glb-class-1834653.html;Дизтопливо
Mercedes-Benz C-Class 2019;base 180 G-Tronic (156 л.с.);46 303 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1669850.html;Бензин
Mercedes-Benz C-Class 2019;base 300 G-Tronic (258 л.с.);47 360 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1669836.html;Бензин
Mercedes-Benz AMG GT 2019;base Mercedes-AMG GT AT (476 л.с.);152 821 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-amg-gt-1670146.html;Бензин
Mercedes-Benz C-Class 2019;base 180d MT (122 л.с.);33 401 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1669785.html;Дизтопливо
Mercedes-Benz Maybach 2020;GLS 600 AT (558 л.с.) 4Matic;324 962 $;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-maybach-1834283.html;Бензин
Mercedes-Benz C-Class 2019;base 160 G-Tronic (129 л.с.);31 260 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1669781.html;Бензин
Mercedes-Benz GLB-Class 2020;200 AT (163 л.с.);36 671 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glb-class-1834657.html;Бензин
Mercedes-Benz GLA-Class 2019;GLA 200 AT (156 л.с.);29 748 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1549708.html;Бензин
Mercedes-Benz GLB-Class 2020;AMG 35 AT (306 л.с.) 4Matic;51 270 $;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glb-class-1834660.html;Бензин
Mercedes-Benz G-Class 2019;350d AT (286 л.с.) 4Matic;123 718 $;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1796227.html;Дизтопливо
